,PropertyAddress,LAT,LON
1568,"030XX N ELBRIDGE AVE, Chicago, IL",41.9363401,-87.7157247
1569,"012XX W 71ST ST, Chicago, IL",41.7647925,-87.674754
1570,"016XX W VAN BUREN ST, Chicago, IL",41.8763319,-87.6537695
1571,"005XX N PEORIA ST, Chicago, IL",41.8838077,-87.64942839999999
1572,"042XX N GREENVIEW AVE, Chicago, IL",41.93156159999999,-87.6659597
1573,"001XX W MONROE ST, Chicago, IL",41.88119349999999,-87.6291073
1574,"061XX S ASHLAND AVE, Chicago, IL",41.8008709,-87.6646754
1575,"024XX E 77TH ST, Chicago, IL",41.755081,-87.5882615
1576,"075XX S ESSEX AVE, Chicago, IL",41.740848,-87.5636421
1577,"077XX S BISHOP ST, Chicago, IL",41.7640337,-87.6605599
1578,"048XX W POTOMAC AVE, Chicago, IL",41.9045541,-87.7172229
1579,"062XX N MILWAUKEE AVE, Chicago, IL",41.9473987,-87.73743189999999
1580,"041XX W CERMAK RD, Chicago, IL",41.8508084,-87.7737411
1581,"017XX W 80TH ST, Chicago, IL",41.7483396,-87.6796257
1582,"020XX N Damen Ave, Chicago, IL",41.9505032,-87.6786568
1583,"047XX W CONGRESS PKWY, Chicago, IL",41.8748958,-87.6961278
1584,"077XX S PRAIRIE AVE, Chicago, IL",41.7710802,-87.6186025
1585,"023XX W DEVON AVE, Chicago, IL",41.9972989,-87.739842
1586,"018XX W 23RD ST, Chicago, IL",41.85040499999999,-87.67332259999999
1587,"105XX S HALE AVE, Chicago, IL",41.6991421,-87.6688349
1588,"006XX S LAFLIN ST, Chicago, IL",41.8623781,-87.6638909
1589,"064XX S YALE AVE, Chicago, IL",41.7236647,-87.62975399999999
1590,"019XX W ERIE ST, Chicago, IL",41.8935004,-87.6579588
1591,"070XX N SHERIDAN RD, Chicago, IL",41.9347039,-87.63901550000001
1592,"007XX N CLARK ST, Chicago, IL",41.9512757,-87.6599924
1593,"008XX N CALIFORNIA AVE, Chicago, IL",41.9315007,-87.69798519999999
1594,"044XX N WINCHESTER AVE, Chicago, IL",41.9032126,-87.6760461
1595,"056XX S RUTHERFORD AVE, Chicago, IL",41.7885374,-87.79021759999999
1596,"006XX E 101ST ST, Chicago, IL",41.7110259,-87.61021819999999
1597,"066XX S DAMEN AVE, Chicago, IL",41.7957436,-87.67435859999999
1598,"023XX S KENNETH AVE, Chicago, IL",41.771242,-87.733549
1599,"013XX E 72ND ST, Chicago, IL",41.7641747,-87.59337239999999
1600,"006XX E 103RD PL, Chicago, IL",41.7064734,-87.61007830000001
1601,"043XX W 26TH ST, Chicago, IL",41.8454395,-87.637599
1602,"076XX S EXCHANGE AVE, Chicago, IL",41.7373513,-87.55282
1603,"074XX N ALBANY AVE, Chicago, IL",41.9502949,-87.70545919999999
1604,"077XX S WOLCOTT AVE, Chicago, IL",41.8054256,-87.67217869999999
1605,"063XX W ADDISON ST, Chicago, IL",41.9462284,-87.7397123
1606,"032XX N KENMORE AVE, Chicago, IL",41.9578811,-87.6562228
1607,"048XX S CHAMPLAIN AVE, Chicago, IL",41.7365817,-87.60853360000002
1608,"027XX N CAMPBELL AVE, Chicago, IL",41.9494372,-87.6907549
1609,"026XX N HAMPDEN CT, Chicago, IL",41.9307757,-87.6415395
1610,"061XX S MAJOR AVE, Chicago, IL",41.7886642,-87.7646955
1611,"104XX S Christiana ave, Chicago, IL",41.6976413,-87.7047843
1612,"072XX S VINCENNES AVE, Chicago, IL",41.8781,-87.6298
1613,"016XX N MANGO AVE, Chicago, IL",41.9531394,-87.77068109999999
1614,"029XX W LEXINGTON ST, Chicago, IL",41.8719066,-87.7009496
1615,"024XX N CAMPBELL AVE, Chicago, IL",41.94199649999999,-87.69183459999999
1616,"022XX W MONROE ST, Chicago, IL",41.88119349999999,-87.6291073
1617,"016XX S MILLARD AVE, Chicago, IL",41.854248,-87.7162743
1618,"023XX W JACKSON BLVD, Chicago, IL",41.87736839999999,-87.70109730000001
1619,"038XX S EMERALD AVE, Chicago, IL",41.75427330000001,-87.64290749999999
1620,"006XX W 80TH ST, Chicago, IL",41.7483396,-87.6796257
1621,"087XX S LOWE AVE, Chicago, IL",41.7488718,-87.640318
1622,"012XX N MILWAUKEE AVE, Chicago, IL",41.9473987,-87.73743189999999
1623,"086XX S CREGIER AVE, Chicago, IL",41.7334131,-87.58047
1624,"079XX S MAPLEWOOD AVE, Chicago, IL",41.77026499999999,-87.68706499999999
1625,"032XX S WELLS ST, Chicago, IL",41.8714017,-87.6343033
1626,"114XX S FOREST AVE, Chicago, IL",41.7068231,-87.61618650000001
1627,"035XX W 59TH ST, Chicago, IL",41.7865137,-87.6834119
1628,"014XX W FARRAGUT AVE, Chicago, IL",41.9768649,-87.6843131
1629,"055XX W VAN BUREN ST, Chicago, IL",41.8763319,-87.6537695
1630,"006XX N LAKE SHORE DR, Chicago, IL",41.9148113,-87.62510850000001
1631,"047XX S WESTERN AVE, Chicago, IL",41.7623591,-87.6831101
1632,"102XX S INDIANA AVE, Chicago, IL",41.763781,-87.62003910000001
1633,"012XX S HOMAN AVE, Chicago, IL",41.80990329999999,-87.7086557
1634,"098XX S MARYLAND AVE, Chicago, IL",41.7531131,-87.6040148
1635,"039XX N PITTSBURGH AVE, Chicago, IL",41.9558128,-87.83301929999999
1636,"063XX S GREENWOOD AVE, Chicago, IL",41.76586560000001,-87.5982701
1637,"019XX W CERMAK RD, Chicago, IL",41.8508084,-87.7737411
1638,"064XX N BELL AVE, Chicago, IL",41.908548,-87.6835038
1639,"056XX N SHERIDAN RD, Chicago, IL",41.978201,-87.65503319999999
1640,"029XX S ARCHER AVE, Chicago, IL",41.8183119,-87.69735200000001
1641,"019XX N CICERO AVE, Chicago, IL",41.9470361,-87.7470632
1642,"084XX S PAULINA ST, Chicago, IL",41.8040089,-87.667287
1643,"003XX N LA SALLE DR, Chicago, IL",41.9018225,-87.63278629999999
1644,"029XX S BONFIELD ST, Chicago, IL",41.8412313,-87.6552596
1645,"023XX N LAKEWOOD AVE, Chicago, IL",41.9370744,-87.6612748
1646,"032XX S MAY ST, Chicago, IL",41.7654807,-87.6529142
1647,"030XX W FULTON BLVD, Chicago, IL",41.8863527,-87.71115739999999
1648,"103XX S WALDEN PKWY, Chicago, IL",41.7078815,-87.6689371
1649,"027XX N RUTHERFORD AVE, Chicago, IL",41.9436641,-87.7947046
1650,"017XX W HOWARD ST, Chicago, IL",42.0190084,-87.7455754
1651,"078XX S Loomis BLVD, Chicago, IL",41.7722657,-87.65915919999999
1652,"047XX S WOODLAWN AVE, Chicago, IL",41.7587969,-87.5958227
1653,"072XX S EVANS AVE, Chicago, IL",41.7712933,-87.6069722
1654,"005XX N CLARK ST, Chicago, IL",41.9739111,-87.66849599999999
1655,"004XX N MC CLURG CT, Chicago, IL",41.8922335,-87.6174223
1656,"118XX S INDIANA AVE, Chicago, IL",41.6796216,-87.61824089999999
1657,"012XX E 44TH PL, Chicago, IL",41.8139897,-87.6115702
1658,"069XX S NORMAL BLVD, Chicago, IL",41.7695374,-87.6372485
1659,"066XX S MOZART ST, Chicago, IL",41.782733,-87.69469889999999
1660,"002XX E WACKER DR, Chicago, IL",41.8881291,-87.62257129999999
1661,"023XX W THOMAS ST, Chicago, IL",41.90092749999999,-87.7183211
1662,"020XX N HARLEM AVE, Chicago, IL",41.9531494,-87.8072677
1663,"005XX W DEMING PL, Chicago, IL",41.9286798,-87.6423148
1664,"012XX W 74TH ST, Chicago, IL",41.7592773,-87.674604
1665,"019XX W DIVISION ST, Chicago, IL",41.9035009,-87.6741096
1666,"022XX E 70TH ST, Chicago, IL",41.7677938,-87.5951852
1667,"011XX S STATE ST, Chicago, IL",41.870003,-87.62729709999999
1668,"035XX W AINSLIE ST, Chicago, IL",41.9702268,-87.7134043
1669,"030XX N HAUSSEN CT, Chicago, IL",41.9360729,-87.7239271
1670,"015XX N SANDBURG TER, Chicago, IL",41.9070002,-87.63177069999999
1671,"0000X S FRANKLIN ST, Chicago, IL",41.8788764,-87.6359149
1672,"089XX S EMERALD AVE, Chicago, IL",41.75427330000001,-87.64290749999999
1673,"054XX S MICHIGAN AVE, Chicago, IL",41.7637496,-87.62164589999999
1674,"081XX S KEDZIE AVE, Chicago, IL",41.7611892,-87.7027073
1675,"022XX W DIVISION ST, Chicago, IL",41.9028763,-87.70196159999999
1676,"105XX S YATES AVE, Chicago, IL",41.7117001,-87.56455749999999
1677,"022XX W CHICAGO AVE, Chicago, IL",41.8956094,-87.7016721
1678,"016XX E 50TH ST, Chicago, IL",41.8041012,-87.6042494
1679,"023XX N KNOX AVE, Chicago, IL",41.9648011,-87.7439469
1680,"023XX N ALBANY AVE, Chicago, IL",41.9502949,-87.70545919999999
1681,"014XX S MICHIGAN AVE, Chicago, IL",41.7637496,-87.62164589999999
1682,"017XX W ELLEN ST, Chicago, IL",41.9055136,-87.6733347
1683,"050XX N WINTHROP AVE, Chicago, IL",41.98417480000001,-87.6580359
1684,"015XX N FREMONT ST, Chicago, IL",41.9159841,-87.6508537
1685,"035XX W 117TH ST, Chicago, IL",41.6808451,-87.6855617
1686,"092XX S PEORIA ST, Chicago, IL",41.8623054,-87.6488418
1687,"032XX W WRIGHTWOOD AVE, Chicago, IL",41.9289633,-87.65614049999999
1688,"050XX W PENSACOLA AVE, Chicago, IL",41.9603979,-87.6892621
1689,"026XX W RASCHER AVE, Chicago, IL",41.9805553,-87.68198869999999
1690,"019XX S WESTERN AVE, Chicago, IL",41.8459728,-87.6858195
1691,"018XX N RICHMOND ST, Chicago, IL",41.9503083,-87.7017834
1692,"010XX W HOLLYWOOD AVE, Chicago, IL",41.985221,-87.65625790000001
1693,"086XX S PHILLIPS AVE, Chicago, IL",41.7444757,-87.5649005
1694,"025XX W 62ND ST, Chicago, IL",41.7804924,-87.72219790000001
1695,"008XX S KEDZIE AVE, Chicago, IL",41.7611892,-87.7027073
1696,"036XX W 61ST PL, Chicago, IL",41.7815596,-87.71280949999999
1697,"035XX N NEWCASTLE AVE, Chicago, IL",41.9527386,-87.7974772
1698,"010XX W 108TH PL, Chicago, IL",41.6963731,-87.6716071
1699,"048XX S CALUMET AVE, Chicago, IL",41.766575,-87.61689009999999
1700,"016XX S CARPENTER ST, Chicago, IL",41.7359575,-87.649703
1701,"013XX N WOLCOTT AVE, Chicago, IL",41.9504207,-87.67594799999999
1702,"018XX W IRVING PARK RD, Chicago, IL",41.95437889999999,-87.64701199999999
1703,"058XX N KIRBY AVE, Chicago, IL",41.98618159999999,-87.7428218
1704,"070XX W 64TH PL, Chicago, IL",41.7751532,-87.75226510000002
1705,"007XX N LOTUS AVE, Chicago, IL",41.9827386,-87.7644705
1706,"028XX N CENTRAL AVE, Chicago, IL",41.9431325,-87.7666625
1707,"056XX N WINTHROP AVE, Chicago, IL",41.98417480000001,-87.6580359
1708,"066XX N ASHLAND AVE, Chicago, IL",41.9519823,-87.6689237
1709,"016XX S MICHIGAN AVE, Chicago, IL",41.8795845,-87.62371329999999
1710,"010XX N SPRINGFIELD AVE, Chicago, IL",41.9427658,-87.7248346
1711,"097XX S GREEN ST, Chicago, IL",41.8792076,-87.64845199999999
1712,"037XX N Wilton Ave, Chicago, IL",41.9412923,-87.6529255
1713,"087XX S BURLEY AVE, Chicago, IL",41.6738264,-87.5447386
1714,"029XX W DIVERSEY AVE, Chicago, IL",41.93143389999999,-87.7539673
1715,"010XX N AVERS AVE, Chicago, IL",41.9409518,-87.7235522
1716,"019XX W MORSE AVE, Chicago, IL",42.0082414,-87.6654716
1717,"041XX N KEELER AVE, Chicago, IL",41.93902920000001,-87.73203439999999
1718,"097XX S LOWE AVE, Chicago, IL",41.7488718,-87.640318
1719,"070XX S MERRILL AVE, Chicago, IL",41.7425552,-87.5721616
1720,"019XX S TROY ST, Chicago, IL",41.7785174,-87.70190099999999
1721,"031XX W FRANKLIN BLVD, Chicago, IL",41.8900363,-87.70881709999999
1722,"048XX N SHERIDAN RD, Chicago, IL",41.9347039,-87.63901550000001
1723,"021XX W TOUHY AVE, Chicago, IL",42.0117916,-87.8017797
1724,"031XX N Lake shore Dr, Chicago, IL",41.9148113,-87.62510850000001
1725,"018XX S Michigan Ave, Chicago, IL",41.8795845,-87.62371329999999
1726,"016XX W CONGRESS PKWY, Chicago, IL",41.8748958,-87.6961278
1727,"044XX W ARMITAGE AVE, Chicago, IL",41.9171756,-87.72776619999999
1728,"104XX S AVENUE J, Chicago, IL",41.7043356,-87.53387599999999
1729,"005XX N RUSH ST, Chicago, IL",41.8959833,-87.6257242
1730,"012XX W 74TH PL, Chicago, IL",41.7586715,-87.6545647
1731,"010XX W 15TH ST, Chicago, IL",41.8611711,-87.6858956
1732,"006XX S PLYMOUTH CT, Chicago, IL",41.8705001,-87.6285841
1733,"056XX W 63RD ST, Chicago, IL",41.7787791,-87.71540309999999
1734,"028XX N CAMPBELL AVE, Chicago, IL",41.9494372,-87.6907549
1735,"004XX N RIDGEWAY AVE, Chicago, IL",41.942817,-87.7211708
1736,"006XX W BARRY AVE, Chicago, IL",41.9374474,-87.64341189999999
1737,"011XX N LARAMIE AVE, Chicago, IL",41.9514445,-87.7570732
1738,"077XX S ADA ST, Chicago, IL",41.7649949,-87.6573512
1739,"071XX S HERMITAGE AVE, Chicago, IL",41.7798925,-87.66786429999999
1740,"004XX N LAKE SHORE DR, Chicago, IL",41.9148113,-87.62510850000001
1741,"027XX N RACINE AVE, Chicago, IL",41.9249067,-87.65842409999999
1742,"049XX N NORMANDY AVE, Chicago, IL",41.9563126,-87.79320949999999
1743,"012XX N KARLOV AVE, Chicago, IL",41.94634629999999,-87.72921459999999
1744,"071XX W NORTH AVE, Chicago, IL",41.9091343,-87.7860307
1745,"017XX N WHIPPLE ST, Chicago, IL",41.9461972,-87.704126
1746,"066XX S DR MARTIN LUTHER KING JR DR, Chicago, IL",41.7693301,-87.61536319999999
1747,"054XX N SHERIDAN RD, Chicago, IL",41.978201,-87.65503319999999
1748,"014XX S SAWYER AVE, Chicago, IL",41.7825916,-87.7044485
1749,"010XX N RIDGEWAY AVE, Chicago, IL",41.942817,-87.7211708
1750,"037XX S COTTAGE GROVE AVE, Chicago, IL",41.7505052,-87.60529199999999
1751,"062XX S HALSTED ST, Chicago, IL",41.7633777,-87.6443518
1752,"102XX S WESTERN AVE, Chicago, IL",41.7079829,-87.68207149999999
1753,"022XX N MILWAUKEE AVE, Chicago, IL",41.9473987,-87.73743189999999
1754,"025XX N WILLETTS CT, Chicago, IL",41.9271281,-87.7029002
1755,"031XX S MORGAN ST, Chicago, IL",41.8809651,-87.6525283
1756,"087XX S ELIZABETH ST, Chicago, IL",41.7323978,-87.6544557
1757,"002XX S LA SALLE ST, Chicago, IL",41.8797877,-87.63278969999999
1758,"024XX W ROSEMONT AVE, Chicago, IL",41.99572939999999,-87.7020112
1759,"004XX N HARDING AVE, Chicago, IL",41.9391123,-87.7259572
1760,"054XX N EAST RIVER RD, Chicago, IL",41.9737022,-87.8464257
1761,"012XX W FULLERTON AVE, Chicago, IL",41.9244358,-87.7341124
1762,"080XX S PAULINA ST, Chicago, IL",41.8040089,-87.667287
1763,"071XX S STEWART AVE, Chicago, IL",41.74023750000001,-87.6330437
1764,"118XX S WALLACE ST, Chicago, IL",41.7530464,-87.6398042
1765,"048XX N BROADWAY, Chicago, IL",41.96417950000001,-87.6566587
1766,"076XX S LANGLEY AVE, Chicago, IL",41.7402701,-87.6075419
1767,"090XX S RIDGELAND AVE, Chicago, IL",41.7487658,-87.58163540000001
1768,"029XX N SOUTHPORT AVE, Chicago, IL",41.9370425,-87.6637215
1769,"014XX N ARTESIAN AVE, Chicago, IL",41.9485252,-87.6895052
1770,"055XX W KAMERLING AVE, Chicago, IL",41.9050744,-87.7460811
1771,"054XX W DRUMMOND PL, Chicago, IL",41.9304434,-87.6445028
1772,"053XX N CICERO AVE, Chicago, IL",41.9470361,-87.7470632
1773,"104XX S NORMAL AVE, Chicago, IL",41.70793889999999,-87.63556969999999
1774,"064XX S DORCHESTER AVE, Chicago, IL",41.7605383,-87.5908348
1775,"059XX N NORTHWEST HWY, Chicago, IL",41.9971131,-87.8070106
1776,"026XX S CALIFORNIA BLVD, Chicago, IL",41.8427117,-87.6946019
1777,"063XX W WARWICK AVE, Chicago, IL",41.9487341,-87.75698109999999
1778,"078XX S WINCHESTER AVE, Chicago, IL",41.7800563,-87.6727066
1779,"002XX W SCOTT ST, Chicago, IL",41.9048402,-87.6351127
1780,"017XX N MANGO AVE, Chicago, IL",41.9531394,-87.77068109999999
1781,"006XX W ROOSEVELT RD, Chicago, IL",41.8662767,-87.71663679999999
1782,"084XX S THROOP ST, Chicago, IL",41.7321453,-87.6556585
1783,"014XX W GRANVILLE AVE, Chicago, IL",41.9940141,-87.6958664
1784,"006XX N PINE AVE, Chicago, IL",41.8948674,-87.76356369999999
1785,"029XX N RACINE AVE, Chicago, IL",41.9249067,-87.65842409999999
1786,"077XX S JEFFERY BLVD, Chicago, IL",41.7461487,-87.57587889999999
1787,"031XX W 111TH ST, Chicago, IL",41.6905948,-87.7628833
1788,"015XX S CHRISTIANA AVE, Chicago, IL",41.8567775,-87.7090442
1789,"031XX N MONTICELLO AVE, Chicago, IL",41.9480384,-87.71889279999999
1790,"002XX W 107TH ST, Chicago, IL",41.6994713,-87.657133
1791,"031XX W 60TH ST, Chicago, IL",41.7841922,-87.7179979
1792,"0000X W 118TH ST, Chicago, IL",41.6791088,-87.64312819999999
1793,"053XX W CULLOM AVE, Chicago, IL",41.9592894,-87.7155212
1794,"105XX S ARTESIAN AVE, Chicago, IL",41.90368549999999,-87.6678799
1795,"044XX N MOBILE AVE, Chicago, IL",41.9607085,-87.78436289999999
1796,"002XX W MERCHANDISE MART PLZ, Chicago, IL",41.88838500000001,-87.6362656
1797,"040XX N CLARK ST, Chicago, IL",41.9489777,-87.6579379
1798,"003XX W BARRY AVE, Chicago, IL",41.9373918,-87.6384174
1799,"010XX W 32ND ST, Chicago, IL",41.8356141,-87.6805712
1800,"034XX W BEACH AVE, Chicago, IL",41.9073196,-87.7118211
1801,"005XX W ARMITAGE AVE, Chicago, IL",41.9171756,-87.72776619999999
1802,"063XX W HUNTINGTON ST, Chicago, IL",41.9937782,-87.78439879999999
1803,"016XX E 86TH ST, Chicago, IL",41.7388404,-87.57759089999999
1804,"008XX S FINANCIAL PL, Chicago, IL",41.874438,-87.6330337
1805,"024XX W FULLERTON AVE, Chicago, IL",41.9244358,-87.7341124
1806,"033XX N KENMORE AVE, Chicago, IL",41.9578811,-87.6562228
1807,"047XX S EVANS AVE, Chicago, IL",41.7712933,-87.6069722
1808,"091XX S ANTHONY AVE, Chicago, IL",41.7476921,-87.5835463
1809,"047XX S THROOP ST, Chicago, IL",41.8569989,-87.6588529
1810,"105XX S HOYNE AVE, Chicago, IL",41.7862956,-87.6765465
1811,"011XX N ASHLAND AVE, Chicago, IL",41.94864,-87.669268
1812,"047XX S INGLESIDE AVE, Chicago, IL",41.7606407,-87.6017403
1813,"040XX S FEDERAL ST, Chicago, IL",41.8363713,-87.6289254
1814,"007XX S CICERO AVE, Chicago, IL",41.7619228,-87.74171369999999
1815,"004XX W 79TH ST, Chicago, IL",41.7500447,-87.6829197
1816,"013XX N DEARBORN ST, Chicago, IL",41.8966631,-87.62979299999999
1817,"028XX N KOSTNER AVE, Chicago, IL",41.9389664,-87.7370121
1818,"035XX N ELSTON AVE, Chicago, IL",41.9501886,-87.7140414
1819,"008XX W JACKSON BLVD, Chicago, IL",41.87736839999999,-87.70109730000001
1820,"105XX S HALSTED ST, Chicago, IL",41.702165,-87.6428852
1821,"019XX W EVERGREEN AVE, Chicago, IL",41.9060349,-87.67590229999999
1822,"015XX N Milwaukee ave, Chicago, IL",41.9473987,-87.73743189999999
1823,"008XX E 100th pl, Chicago, IL",41.71194790000001,-87.6090147
1824,"050XX N SHERIDAN RD, Chicago, IL",41.9347039,-87.63901550000001
1825,"103XX S AVENUE L, Chicago, IL",41.7027413,-87.5364917
1826,"035XX W WRIGHTWOOD AVE, Chicago, IL",41.9289633,-87.65614049999999
1827,"016XX W BRYN MAWR AVE, Chicago, IL",41.9829975,-87.7496357
1828,"067XX W RASCHER AVE, Chicago, IL",41.9805553,-87.68198869999999
1829,"021XX W FLETCHER ST, Chicago, IL",41.9386271,-87.6807515
1830,"008XX W 52ND ST, Chicago, IL",41.79649269999999,-87.6573299
1831,"004XX E ILLINOIS ST, Chicago, IL",41.8910154,-87.61988520000001
1832,"028XX N MILWAUKEE AVE, Chicago, IL",41.9473987,-87.73743189999999
1833,"087XX S PAXTON AVE, Chicago, IL",41.7416941,-87.5709463
1834,"015XX W 122ND PL, Chicago, IL",41.6714152,-87.6609762
1835,"018XX N Lincoln Park West, Chicago, IL",41.9241419,-87.6371621
1836,"053XX S SPAULDING AVE, Chicago, IL",41.80991059999999,-87.7064314
1837,"097XX S MERRION AVE, Chicago, IL",41.71898849999999,-87.5696972
1838,"079XX S PRAIRIE AVE, Chicago, IL",41.7710802,-87.6186025
1839,"052XX N Sheridan Rd, Chicago, IL",41.978201,-87.65503319999999
1840,"016XX W BERWYN AVE, Chicago, IL",41.977175,-87.7975263
1841,"067XX S ELIZABETH ST, Chicago, IL",41.7323978,-87.6544557
1842,"089XX S THROOP ST, Chicago, IL",41.8569989,-87.6588529
1843,"057XX S HARPER AVE, Chicago, IL",41.7585469,-87.58733099999999
1844,"042XX S LANGLEY AVE, Chicago, IL",41.7402701,-87.6075419
1845,"054XX S WOODLAWN AVE, Chicago, IL",41.7587969,-87.5958227
1846,"012XX N AUSTIN BLVD, Chicago, IL",41.8942572,-87.77510529999999
1847,"032XX W DICKENS AVE, Chicago, IL",41.9189782,-87.72843929999999
1848,"018XX W ADAMS ST, Chicago, IL",41.8792285,-87.653408
1849,"055XX N KENMORE AVE, Chicago, IL",41.9578811,-87.6562228
1850,"051XX W BLOOMINGDALE AVE, Chicago, IL",41.9132553,-87.7481181
1851,"122XX S CARPENTER ST, Chicago, IL",41.7359575,-87.649703
1852,"023XX W 111TH ST, Chicago, IL",41.6905948,-87.7628833
1853,"027XX N CLARK ST, Chicago, IL",41.9489777,-87.6579379
1854,"086XX S LAFLIN ST, Chicago, IL",41.8623781,-87.6638909
1855,"049XX S VINCENNES AVE, Chicago, IL",41.8781,-87.6298
1856,"041XX S Vincennes Ave, Chicago, IL",41.8781,-87.6298
1857,"023XX N LINCOLN PARK WEST, Chicago, IL",41.9189626,-87.636715
1858,"026XX N FAIRFIELD AVE, Chicago, IL",41.91018,-87.69575449999999
1859,"048XX W OAKDALE AVE, Chicago, IL",41.9352243,-87.66121389999999
1860,"098XX S CLAREMONT AVE, Chicago, IL",41.7464873,-87.6815929
1861,"003XX S HAMLIN BLVD, Chicago, IL",41.8775068,-87.7207122
1862,"075XX S MARSHFIELD AVE, Chicago, IL",41.7787115,-87.66547249999999
1863,"004XX E Illinois St, Chicago, IL",41.8910154,-87.61988520000001
1864,"008XX W CORNELIA AVE, Chicago, IL",41.9457979,-87.64408089999999
1865,"015XX N LAWLER AVE, Chicago, IL",41.9059111,-87.7521778
1866,"080XX S GREEN ST, Chicago, IL",41.8792076,-87.64845199999999
1867,"111XX S WHIPPLE ST, Chicago, IL",41.777192,-87.699418
1868,"009XX N LAKE SHORE DR, Chicago, IL",41.9479396,-87.6438427
1869,"003XX S PEORIA ST, Chicago, IL",41.8623054,-87.6488418
1870,"088XX S LOWE AVE, Chicago, IL",41.7488718,-87.640318
1871,"009XX E 131ST ST, Chicago, IL",41.6571921,-87.6022989
1872,"006XX W WRIGHTWOOD AVE, Chicago, IL",41.9289633,-87.65614049999999
1873,"0000X E WALTON ST, Chicago, IL",41.89971389999999,-87.6274909
1874,"057XX S FAIRFIELD AVE, Chicago, IL",41.8611013,-87.6943273
1875,"012XX W CHASE AVE, Chicago, IL",42.0140402,-87.685583
1876,"066XX S LAFLIN ST, Chicago, IL",41.8623781,-87.6638909
1877,"056XX W DIVERSEY AVE, Chicago, IL",41.93143389999999,-87.7539673
1878,"096XX S PRAIRIE AVE, Chicago, IL",41.7710802,-87.6186025
1879,"0000X E 120TH ST, Chicago, IL",41.67599999999999,-87.60363699999999
1880,"028XX S SPAULDING AVE, Chicago, IL",41.80991059999999,-87.7064314
1881,"042XX N MARINE DR, Chicago, IL",41.9655225,-87.6486127
1882,"007XX E 89TH ST, Chicago, IL",41.7341011,-87.5575717
1883,"046XX N MAGNOLIA AVE, Chicago, IL",41.9510201,-87.66049369999999
1884,"063XX S EBERHART AVE, Chicago, IL",41.7365295,-87.6121082
1885,"015XX W GRANVILLE AVE, Chicago, IL",41.9940141,-87.6958664
1886,"010XX W ARGYLE ST, Chicago, IL",41.97155619999999,-87.6751223
1887,"055XX S RICHMOND ST, Chicago, IL",41.7863389,-87.69723979999999
1888,"055XX S RUTHERFORD AVE, Chicago, IL",41.7885374,-87.79021759999999
1889,"069XX S GREEN ST, Chicago, IL",41.8792076,-87.64845199999999
1890,"099XX S LA SALLE ST, Chicago, IL",41.7084076,-87.6271491
1891,"065XX S NORMAL BLVD, Chicago, IL",41.7695374,-87.6372485
1892,"032XX N LAKE SHORE DR, Chicago, IL",41.9479396,-87.6438427
1893,"044XX N GREENVIEW AVE, Chicago, IL",41.93156159999999,-87.6659597
1894,"057XX S MICHIGAN AVE, Chicago, IL",41.7637496,-87.62164589999999
1895,"027XX W LEXINGTON ST, Chicago, IL",41.8719066,-87.7009496
1896,"091XX S LAFLIN ST, Chicago, IL",41.8623781,-87.6638909
1897,"080XX S EVANS AVE, Chicago, IL",41.7712933,-87.6069722
1898,"007XX N WELLS ST, Chicago, IL",41.893802,-87.6342741
1899,"019XX W GRAND AVE, Chicago, IL",41.891445,-87.63445899999999
1900,"066XX S MARYLAND AVE, Chicago, IL",41.7531131,-87.6040148
1901,"015XX E 61ST ST, Chicago, IL",41.7840894,-87.6212517
1902,"001XX N CLARK ST, Chicago, IL",41.9489777,-87.6579379
1903,"018XX S KILDARE AVE, Chicago, IL",41.8114214,-87.7311988
1904,"071XX S YATES BLVD, Chicago, IL",41.7448491,-87.56613589999999
1905,"007XX W 60TH ST, Chicago, IL",41.782339,-87.800146
1906,"056XX W LE MOYNE ST, Chicago, IL",41.908041,-87.73946149999999
1907,"026XX N GREENVIEW AVE, Chicago, IL",41.93156159999999,-87.6659597
1908,"065XX N HARLEM AVE, Chicago, IL",41.9531494,-87.8072677
1909,"025XX N CLARK ST, Chicago, IL",41.9739111,-87.66849599999999
1910,"009XX W AGATITE AVE, Chicago, IL",41.96272949999999,-87.65234889999999
1911,"058XX S KILBOURN AVE, Chicago, IL",41.7525048,-87.7342175
1912,"033XX W IRVING PARK RD, Chicago, IL",41.9528339,-87.7918662
1913,"032XX S WABASH AVE, Chicago, IL",41.7740666,-87.6239578
1914,"013XX S KARLOV AVE, Chicago, IL",41.8017405,-87.7258494
1915,"030XX N SHERIDAN RD, Chicago, IL",41.978201,-87.65503319999999
1916,"065XX S RHODES AVE, Chicago, IL",41.7401979,-87.6113998
1917,"003XX E 76TH ST, Chicago, IL",41.7569004,-87.5895135
1918,"124XX S PERRY AVE, Chicago, IL",41.7219164,-87.6262397
1919,"015XX W Wellington Ave, Chicago, IL",41.936903,-87.638458
1920,"050XX W WASHINGTON BLVD, Chicago, IL",41.8827908,-87.70711209999999
1921,"086XX S COTTAGE GROVE AVE, Chicago, IL",41.7505052,-87.60529199999999
1922,"050XX S MICHIGAN AVE, Chicago, IL",41.8795845,-87.62371329999999
1923,"039XX W FLOURNOY ST, Chicago, IL",41.8727191,-87.710734
1924,"005XX N LAWLER AVE, Chicago, IL",41.9059111,-87.7521778
1925,"072XX S SOUTH SHORE DR, Chicago, IL",41.7594168,-87.5560283
